timestamp,sender,message,message_type
2024-06-20 02:34:01,用户B,我不知道该怎么面对这个挑战。,text
2024-05-11 15:38:30,用户A,慢慢来，不要给自己太大压力。,text
2024-08-11 16:05:10,用户B,我觉得自己好像被困住了。,text
2024-08-22 20:10:36,用户A,你已经做得很棒了，继续加油！,text
2024-09-16 11:01:57,用户B,我觉得自己好像被困住了。,text
2024-10-27 07:45:44,用户A,别担心，一切都会好起来的。,text
2025-02-13 08:17:20,用户B,我觉得自己好像什么都做不好。,text
2024-04-14 18:30:03,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-12-15 05:28:01,用户B,最近工作压力很大，有点撑不住了。,text
2024-07-22 20:36:20,用户A,无论遇到什么困难，我都会在你身边。,text
2024-07-30 11:10:57,用户B,我不知道该怎么面对这个挑战。,text
2024-10-21 12:42:10,用户A,你比你想象的要坚强得多。,text
2024-09-15 03:54:10,用户B,我不知道该怎么继续下去了。,text
2024-04-28 15:48:12,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-01-19 17:39:17,用户B,我不知道该怎么面对这个挑战。,text
2025-01-14 01:44:49,用户A,慢慢来，不要给自己太大压力。,text
2025-02-01 14:17:27,用户B,我不知道该怎么继续下去了。,text
2024-05-20 22:00:29,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-03-05 07:57:06,用户B,我觉得自己好像被困住了。,text
2024-04-08 00:31:24,用户A,相信自己，你一定可以克服这个挑战。,text
2024-08-19 17:43:51,用户B,我感觉很累，有点想放弃了。,text
2024-12-26 22:46:10,用户A,慢慢来，不要给自己太大压力。,text
2025-02-08 15:52:52,用户B,我觉得自己好像被困住了。,text
2024-04-19 14:26:33,用户A,别担心，一切都会好起来的。,text
2024-03-06 21:49:57,用户B,我觉得自己好像被困住了。,text
2024-04-03 18:23:00,用户A,无论遇到什么困难，我都会在你身边。,text
2024-04-14 08:42:22,用户B,我不知道该怎么面对这个挑战。,text
2025-01-04 11:20:54,用户A,别担心，一切都会好起来的。,text
2024-10-18 18:38:50,用户B,我不知道该怎么面对这个挑战。,text
2024-11-01 16:10:41,用户A,别担心，一切都会好起来的。,text
2024-05-29 02:53:09,用户B,我不知道该怎么继续下去了。,text
2024-12-02 19:23:59,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-05-18 23:39:00,用户B,我不知道该怎么面对这个挑战。,text
2024-12-18 18:15:26,用户A,相信自己，你一定可以克服这个挑战。,text
2024-08-26 18:48:23,用户B,我不知道该怎么继续下去了。,text
2025-02-24 23:06:03,用户A,相信自己，你一定可以克服这个挑战。,text
2025-01-29 07:48:34,用户B,我觉得自己好像什么都做不好。,text
2024-05-04 14:12:18,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-05-19 15:36:52,用户B,我好像总是做不好，很沮丧。,text
2024-07-08 20:13:07,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-11-01 21:35:38,用户B,我不知道该怎么解决这个问题。,text
2024-08-23 13:47:43,用户A,别担心，一切都会好起来的。,text
2024-09-16 22:28:07,用户B,我感觉自己很失败，很无助。,text
2024-07-28 17:24:48,用户A,别担心，一切都会好起来的。,text
2024-05-14 18:53:47,用户B,我觉得自己好像什么都做不好。,text
2024-09-27 02:12:51,用户A,相信自己，你一定可以克服这个挑战。,text
2024-07-23 13:16:53,用户B,我不知道该怎么面对这个挑战。,text
2025-02-21 00:05:07,用户A,无论遇到什么困难，我都会在你身边。,text
2024-08-17 00:38:54,用户B,我不知道该怎么解决这个问题。,text
2024-04-17 13:26:44,用户A,相信自己，你一定可以克服这个挑战。,text
2024-08-20 06:42:55,用户B,我感觉很累，有点想放弃了。,text
2024-11-27 14:50:31,用户A,别担心，一切都会好起来的。,text
2024-04-12 18:51:10,用户B,我不知道该怎么解决这个问题。,text
2024-09-23 02:12:33,用户A,我会一直支持你，无论发生什么。,text
2024-11-25 11:58:20,用户B,我好像总是做不好，很沮丧。,text
2025-01-22 05:41:46,用户A,你已经做得很棒了，继续加油！,text
2025-01-10 02:01:01,用户B,我感觉自己很失败，很无助。,text
2024-06-17 10:40:08,用户A,无论遇到什么困难，我都会在你身边。,text
2024-06-24 12:10:13,用户B,我不知道该怎么解决这个问题。,text
2024-09-23 02:42:09,用户A,困难只是暂时的，未来会更美好。,text
2024-04-02 02:07:58,用户B,我不知道该怎么面对这个挑战。,text
2024-05-17 10:42:53,用户A,相信自己，你一定可以克服这个挑战。,text
2024-10-14 06:04:37,用户B,最近工作压力很大，有点撑不住了。,text
2024-11-18 00:42:14,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-11-09 10:23:24,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-08-03 23:30:37,用户A,你比你想象的要坚强得多。,text
2024-06-29 09:43:24,用户B,我感觉很累，有点想放弃了。,text
2025-01-17 20:55:06,用户A,困难只是暂时的，未来会更美好。,text
2024-07-08 15:32:44,用户B,我觉得自己好像被困住了。,text
2024-09-25 23:23:14,用户A,困难只是暂时的，未来会更美好。,text
2024-10-03 17:09:53,用户B,最近工作压力很大，有点撑不住了。,text
2024-09-18 10:32:34,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-03-22 14:49:00,用户B,我觉得自己好像被困住了。,text
2024-11-03 17:09:25,用户A,困难只是暂时的，未来会更美好。,text
2024-07-01 05:26:14,用户B,我感觉自己很失败，很无助。,text
2024-05-27 06:58:47,用户A,困难只是暂时的，未来会更美好。,text
2024-08-12 18:27:30,用户B,我不知道该怎么继续下去了。,text
2025-01-02 07:29:47,用户A,每一次挫折都是成长的机会，别灰心。,text
2025-01-01 23:50:53,用户B,我感觉自己很失败，很无助。,text
2024-12-10 22:26:21,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-09-01 11:34:09,用户B,最近工作压力很大，有点撑不住了。,text
2025-01-26 12:25:29,用户A,别担心，一切都会好起来的。,text
2024-09-25 18:32:38,用户B,我觉得自己好像被困住了。,text
2025-02-26 15:21:54,用户A,慢慢来，不要给自己太大压力。,text
2024-11-30 05:28:58,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-10-08 15:24:12,用户A,别担心，一切都会好起来的。,text
2024-08-11 03:29:42,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-12-09 22:55:27,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-09-12 15:14:50,用户B,我不知道该怎么继续下去了。,text
2024-04-17 19:33:06,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-05-22 08:14:21,用户B,我不知道该怎么解决这个问题。,text
2024-04-04 05:30:10,用户A,我会一直支持你，无论发生什么。,text
2024-04-28 09:54:08,用户B,我好像总是做不好，很沮丧。,text
2025-02-19 19:30:04,用户A,相信自己，你一定可以克服这个挑战。,text
2024-09-02 11:40:20,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-05-13 10:12:26,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-02-07 17:32:41,用户B,我觉得自己好像被困住了。,text
2024-06-29 09:16:04,用户A,无论遇到什么困难，我都会在你身边。,text
2024-06-29 18:34:52,用户B,我感觉自己很失败，很无助。,text
2024-06-11 21:34:28,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-07-24 04:43:03,用户B,我不知道该怎么面对这个挑战。,text
2024-08-10 06:40:47,用户A,无论遇到什么困难，我都会在你身边。,text
2025-01-05 02:05:10,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-10-14 05:00:34,用户A,慢慢来，不要给自己太大压力。,text
2025-02-23 07:40:42,用户B,最近工作压力很大，有点撑不住了。,text
2024-06-24 02:37:53,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-04-04 02:14:16,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-08-17 15:21:47,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-11-02 02:40:08,用户B,我觉得自己好像被困住了。,text
2024-08-06 10:06:56,用户A,别担心，一切都会好起来的。,text
2024-11-25 20:38:37,用户B,我不知道该怎么面对这个挑战。,text
2024-06-19 07:54:55,用户A,相信自己，你一定可以克服这个挑战。,text
2024-03-16 02:37:23,用户B,最近工作压力很大，有点撑不住了。,text
2024-11-05 00:51:43,用户A,相信自己，你一定可以克服这个挑战。,text
2024-03-30 21:01:46,用户B,最近工作压力很大，有点撑不住了。,text
2024-06-30 07:02:11,用户A,别担心，一切都会好起来的。,text
2024-11-01 09:46:57,用户B,我感觉很累，有点想放弃了。,text
2024-11-29 02:48:58,用户A,困难只是暂时的，未来会更美好。,text
2024-08-25 17:31:32,用户B,我觉得自己好像被困住了。,text
2025-01-04 07:24:31,用户A,你比你想象的要坚强得多。,text
2024-08-01 22:59:42,用户B,我感觉很累，有点想放弃了。,text
2024-11-18 23:59:28,用户A,每一次挫折都是成长的机会，别灰心。,text
2025-01-02 21:58:09,用户B,我不知道该怎么面对这个挑战。,text
2024-09-07 16:38:41,用户A,我会一直支持你，无论发生什么。,text
2025-01-07 06:17:07,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-03-12 23:33:58,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-01-22 00:30:23,用户B,我觉得自己好像被困住了。,text
2025-02-25 07:40:59,用户A,我会一直支持你，无论发生什么。,text
2024-11-27 11:07:28,用户B,最近工作压力很大，有点撑不住了。,text
2024-12-05 05:01:35,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-09-15 03:12:33,用户B,我不知道该怎么面对这个挑战。,text
2024-12-06 04:36:59,用户A,慢慢来，不要给自己太大压力。,text
2024-03-25 07:57:03,用户B,我好像总是做不好，很沮丧。,text
2024-05-22 13:06:53,用户A,困难只是暂时的，未来会更美好。,text
2024-04-16 12:38:41,用户B,我感觉很累，有点想放弃了。,text
2024-09-17 07:45:43,用户A,无论遇到什么困难，我都会在你身边。,text
2024-06-09 00:45:14,用户B,我不知道该怎么继续下去了。,text
2024-09-16 21:26:11,用户A,我会一直支持你，无论发生什么。,text
2024-09-11 13:44:06,用户B,最近工作压力很大，有点撑不住了。,text
2024-12-03 08:01:14,用户A,无论遇到什么困难，我都会在你身边。,text
2024-05-08 12:35:13,用户B,我感觉自己很失败，很无助。,text
2024-06-27 14:26:08,用户A,相信自己，你一定可以克服这个挑战。,text
2024-06-02 18:20:45,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-12-09 21:48:42,用户A,你已经做得很棒了，继续加油！,text
2024-09-06 16:45:50,用户B,我感觉自己很失败，很无助。,text
2024-04-09 09:18:38,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-06-12 00:39:29,用户B,我不知道该怎么继续下去了。,text
2025-01-05 07:40:22,用户A,慢慢来，不要给自己太大压力。,text
2024-05-19 08:03:56,用户B,我感觉自己很失败，很无助。,text
2024-08-06 16:44:38,用户A,你比你想象的要坚强得多。,text
2024-10-30 18:21:12,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-12-12 22:22:25,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-05-07 03:28:24,用户B,我觉得自己好像什么都做不好。,text
2025-02-09 12:16:39,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-09-18 19:01:06,用户B,我不知道该怎么解决这个问题。,text
2024-05-03 20:17:34,用户A,你比你想象的要坚强得多。,text
2024-06-08 14:47:58,用户B,我好像总是做不好，很沮丧。,text
2024-12-22 02:05:48,用户A,你比你想象的要坚强得多。,text
2024-04-19 16:54:47,用户B,我觉得自己好像被困住了。,text
2024-03-15 04:55:07,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-07-15 18:04:46,用户B,我感觉自己很失败，很无助。,text
2024-06-16 21:06:14,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-10-29 05:33:53,用户B,我感觉自己很失败，很无助。,text
2024-12-28 01:25:58,用户A,相信自己，你一定可以克服这个挑战。,text
2024-04-13 21:12:50,用户B,我感觉很累，有点想放弃了。,text
2024-11-10 09:18:39,用户A,你比你想象的要坚强得多。,text
2025-02-20 04:33:59,用户B,我感觉很累，有点想放弃了。,text
2024-09-12 08:46:12,用户A,慢慢来，不要给自己太大压力。,text
2024-09-06 19:06:25,用户B,我觉得自己好像什么都做不好。,text
2025-01-22 03:42:30,用户A,相信自己，你一定可以克服这个挑战。,text
2024-07-13 07:08:03,用户B,我不知道该怎么解决这个问题。,text
2024-05-14 11:08:19,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-08-06 22:25:44,用户B,我觉得自己好像被困住了。,text
2024-03-31 09:26:15,用户A,无论遇到什么困难，我都会在你身边。,text
2024-06-12 00:24:51,用户B,我不知道该怎么面对这个挑战。,text
2024-07-11 11:28:04,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-05-07 21:06:05,用户B,最近工作压力很大，有点撑不住了。,text
2024-06-25 00:58:52,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-04-30 04:58:33,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-12-09 23:27:21,用户A,你比你想象的要坚强得多。,text
2024-07-21 19:33:04,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-09-21 03:14:30,用户A,困难只是暂时的，未来会更美好。,text
2024-08-22 09:25:29,用户B,我不知道该怎么解决这个问题。,text
2024-11-09 11:49:15,用户A,你比你想象的要坚强得多。,text
2025-02-22 04:22:33,用户B,我不知道该怎么继续下去了。,text
2024-12-08 16:12:39,用户A,无论遇到什么困难，我都会在你身边。,text
2024-12-24 04:53:47,用户B,我好像总是做不好，很沮丧。,text
2025-02-23 01:56:28,用户A,你比你想象的要坚强得多。,text
2025-02-04 16:44:03,用户B,我不知道该怎么继续下去了。,text
2024-03-08 23:57:06,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-07-19 21:55:02,用户B,我不知道该怎么继续下去了。,text
2024-07-12 18:12:12,用户A,我会一直支持你，无论发生什么。,text
2024-03-29 05:26:10,用户B,最近工作压力很大，有点撑不住了。,text
2024-03-15 00:46:03,用户A,困难只是暂时的，未来会更美好。,text
2024-04-24 10:43:37,用户B,我不知道该怎么面对这个挑战。,text
2024-11-27 14:39:03,用户A,我会一直支持你，无论发生什么。,text
2024-08-11 07:56:13,用户B,我感觉自己很失败，很无助。,text
2024-08-02 00:46:09,用户A,你比你想象的要坚强得多。,text
2024-06-08 23:48:11,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-10-01 13:25:25,用户A,你已经做得很棒了，继续加油！,text
2024-09-12 14:03:15,用户B,我不知道该怎么继续下去了。,text
2024-12-14 10:09:23,用户A,你比你想象的要坚强得多。,text
2025-02-10 03:54:57,用户B,我不知道该怎么解决这个问题。,text
2024-07-21 09:54:20,用户A,别担心，一切都会好起来的。,text
2024-12-24 05:32:24,用户B,我觉得自己好像被困住了。,text
2024-12-28 16:59:20,用户A,我会一直支持你，无论发生什么。,text
2024-04-08 01:36:50,用户B,我好像总是做不好，很沮丧。,text
2024-07-29 23:12:46,用户A,无论遇到什么困难，我都会在你身边。,text
2025-01-05 21:04:45,用户B,我好像总是做不好，很沮丧。,text
2024-09-18 15:42:16,用户A,相信自己，你一定可以克服这个挑战。,text
2024-06-12 22:04:05,用户B,我好像总是做不好，很沮丧。,text
2024-07-21 19:46:46,用户A,无论遇到什么困难，我都会在你身边。,text
2024-03-25 08:04:00,用户B,我觉得自己好像什么都做不好。,text
2024-08-17 09:27:46,用户A,相信自己，你一定可以克服这个挑战。,text
2024-07-02 04:26:23,用户B,我感觉很累，有点想放弃了。,text
2025-02-20 07:29:20,用户A,你已经做得很棒了，继续加油！,text
2024-10-09 08:03:23,用户B,我觉得自己好像什么都做不好。,text
2024-08-29 20:05:07,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-08-09 11:19:12,用户B,我觉得自己好像什么都做不好。,text
2024-10-04 20:55:44,用户A,困难只是暂时的，未来会更美好。,text
2024-07-11 19:25:03,用户B,我好像总是做不好，很沮丧。,text
2024-04-17 13:56:17,用户A,你比你想象的要坚强得多。,text
2024-05-28 10:41:37,用户B,我不知道该怎么解决这个问题。,text
2025-02-19 08:57:07,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-04-16 10:56:33,用户B,我觉得自己好像什么都做不好。,text
2024-04-17 12:51:17,用户A,你已经做得很棒了，继续加油！,text
2024-10-15 20:13:03,用户B,我好像总是做不好，很沮丧。,text
2025-01-27 08:35:03,用户A,困难只是暂时的，未来会更美好。,text
2024-06-17 22:34:25,用户B,我觉得自己好像什么都做不好。,text
2024-03-19 13:02:05,用户A,我会一直支持你，无论发生什么。,text
2024-03-16 09:12:27,用户B,我不知道该怎么面对这个挑战。,text
2024-12-27 01:20:48,用户A,别担心，一切都会好起来的。,text
2024-07-18 08:52:12,用户B,我好像总是做不好，很沮丧。,text
2024-09-07 22:41:08,用户A,别担心，一切都会好起来的。,text
2025-02-19 08:53:55,用户B,我不知道该怎么面对这个挑战。,text
2024-03-09 02:08:42,用户A,慢慢来，不要给自己太大压力。,text
2024-05-13 16:11:03,用户B,我感觉自己很失败，很无助。,text
2024-12-06 02:54:41,用户A,你比你想象的要坚强得多。,text
2024-07-02 11:22:38,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-05-24 14:46:21,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-11-09 10:58:12,用户B,我不知道该怎么继续下去了。,text
2024-06-01 04:26:16,用户A,别担心，一切都会好起来的。,text
2024-05-07 14:46:35,用户B,我感觉自己很失败，很无助。,text
2024-05-12 19:12:25,用户A,无论遇到什么困难，我都会在你身边。,text
2024-03-30 05:38:55,用户B,我不知道该怎么继续下去了。,text
2024-05-25 02:41:56,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-01-19 13:41:52,用户B,我好像总是做不好，很沮丧。,text
2024-04-17 22:30:36,用户A,困难只是暂时的，未来会更美好。,text
2024-06-21 19:41:10,用户B,最近工作压力很大，有点撑不住了。,text
2024-04-13 16:47:34,用户A,你已经做得很棒了，继续加油！,text
2024-06-28 04:34:00,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-05-29 12:47:10,用户A,你已经做得很棒了，继续加油！,text
2024-07-31 23:31:57,用户B,我觉得自己好像被困住了。,text
2025-01-06 01:39:28,用户A,你比你想象的要坚强得多。,text
2025-02-16 04:23:07,用户B,我不知道该怎么面对这个挑战。,text
2024-03-17 09:17:17,用户A,你比你想象的要坚强得多。,text
2024-04-26 15:18:40,用户B,最近工作压力很大，有点撑不住了。,text
2024-07-08 11:57:16,用户A,你比你想象的要坚强得多。,text
2024-11-24 13:58:58,用户B,我好像总是做不好，很沮丧。,text
2024-09-05 05:26:18,用户A,相信自己，你一定可以克服这个挑战。,text
2024-11-09 04:50:14,用户B,我不知道该怎么解决这个问题。,text
2024-12-23 09:01:23,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-01-04 17:54:39,用户B,最近工作压力很大，有点撑不住了。,text
2024-05-26 17:49:34,用户A,你已经做得很棒了，继续加油！,text
2024-04-30 01:51:23,用户B,我觉得自己好像被困住了。,text
2024-12-02 03:38:04,用户A,慢慢来，不要给自己太大压力。,text
2024-09-01 20:16:51,用户B,最近工作压力很大，有点撑不住了。,text
2025-02-28 18:51:34,用户A,你已经做得很棒了，继续加油！,text
2024-04-30 01:06:11,用户B,我不知道该怎么面对这个挑战。,text
2024-10-12 05:11:48,用户A,无论遇到什么困难，我都会在你身边。,text
2024-03-25 21:13:17,用户B,我感觉自己很失败，很无助。,text
2025-01-14 13:04:18,用户A,你比你想象的要坚强得多。,text
2025-01-26 15:56:28,用户B,我感觉很迷茫，不知道该怎么办。,text
2025-02-18 03:36:38,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-10-28 09:52:20,用户B,我不知道该怎么继续下去了。,text
2024-04-10 16:12:08,用户A,你已经做得很棒了，继续加油！,text
2024-08-17 02:48:25,用户B,我不知道该怎么面对这个挑战。,text
2025-02-17 21:29:38,用户A,困难只是暂时的，未来会更美好。,text
2024-03-08 05:56:48,用户B,我觉得自己好像什么都做不好。,text
